ID,bridgeId,name,region,state,structureType,material,latitude,longitude,route_ID,routeKm,condition,conditionScore,inspectionDate,yearBuilt,spanLengthM,deckWidthM,clearanceHeightM,postingStatus,isActive,lga,assetOwner,maintenanceAuthority,conditionRating,numberOfSpans,numberOfLanes,totalLengthM,widthM,designLoad,nhvrRouteAssessed,gazetteRef,freightRoute,overMassRoute,highPriorityAsset,floodImpacted,scourRisk,aadtVehicles,sourceRefURL,nhvrRef,openDataRef,remarks,roadRoute,routeNumber,designStandard,conditionStandard,seismicZone,nextInspectionDue,dataSource,bancId,bancURL,primaryExternalSystem,primaryExternalId,primaryExternalURL
30000000-0000-0000-0000-000000000011,BRG-HWY1-001,Hawkesbury River Bridge,Hawkesbury,NSW,Girder,Concrete,-33.5234,150.8123,10000000-0000-0000-0000-000000000002,55.2,GOOD,91,2024-07-01,2005,48.2,12.0,6.5,UNRESTRICTED,true,Hawkesbury,TfNSW,TfNSW Roads & Maritime,9,7,4,52.8,16.0,SM1600,true,,true,true,true,false,LOW,28000,https://opendata.transport.nsw.gov.au/dataset/bridge-and-major-culvert-data,NHVR-BRG-NSW-006,TfNSW-BRIDGE-006,Pacific Motorway upgrade 2005. 4-lane strategic route. High volume freight corridor.,Pacific Highway,A1,AS 5100.2,AS 5100.7,Zone 1,2026-07-01,TfNSW Open Data,BANC-NSW-PAC-003,https://bancdata.austroads.com.au/bridge/BANC-NSW-PAC-003,BANC,BANC-NSW-PAC-003,https://bancdata.austroads.com.au/bridge/BANC-NSW-PAC-003
30000000-0000-0000-0000-000000000012,BRG-NEW-001,Nean Creek Bridge,New England,NSW,Beam,Timber,-30.2345,151.6234,10000000-0000-0000-0000-000000000010,523.8,POOR,35,2023-09-22,1940,12.4,5.8,3.5,POSTED,true,Uralla Shire,TfNSW,TfNSW New England Region,3,2,1,14.2,5.5,T44,true,NSW Gazette 2023/201,true,false,false,true,HIGH,650,https://opendata.transport.nsw.gov.au/dataset/bridge-and-major-culvert-data,NHVR-BRG-NSW-007,TfNSW-BRIDGE-007,Timber bridge at end of design life. Replacement prioritised in 2025-26 budget.,New England Highway,A15,AS 5100.2,AS 5100.7,Zone 1,2025-03-22,TfNSW Open Data,BANC-NSW-NEW-001,https://bancdata.austroads.com.au/bridge/BANC-NSW-NEW-001,BANC,BANC-NSW-NEW-001,https://bancdata.austroads.com.au/bridge/BANC-NSW-NEW-001
ec592861-8223-4027-b586-8ee1fbffdb2e,B00001,Sydney Harbour Bridge,Sydney,NSW,Steel Arch,Steel,-33.8523,151.2108,,,GOOD,,2024-06-15,1932,503.0,48.8,,UNRESTRICTED,true,City of Sydney,TfNSW,TfNSW,7,1,8,1149.0,48.8,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Bradfield Highway; Route No: HW1; Class: State Highway; Heritage listed; Heritage listed structure - ongoing monitoring; Tier: Tier 1; Speed: 60 km/h; Waterway: Sydney Harbour; Source: Transport for NSW / Heritage Register,Bradfield Highway,HW1,,,,2026-06-15,TfNSW Open Data,,,,,
d0d2ac34-1b98-4588-8523-5ed5d46fff40,B00002,Anzac Bridge,Pyrmont/Glebe,NSW,Cable-stayed,Concrete/Steel,-33.8708,151.1853,,,GOOD,,2024-03-20,1995,345.0,32.2,,UNRESTRICTED,true,City of Sydney,TfNSW,TfNSW,7,5,8,805.0,32.2,SM1600,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Western Distributor; Route No: SR40; Class: State Road; Heritage listed; Major arterial - well maintained; Tier: Tier 1; Speed: 70 km/h; Waterway: Johnstons Creek/Blackwattle Bay; Source: Transport for NSW,Western Distributor,SR40,,,,2026-03-20,TfNSW Open Data,,,,,
78edb4ec-dc04-4b24-8200-1a054fd1e600,B00003,Gladesville Bridge,Gladesville,NSW,Concrete Arch,Reinforced Concrete,-33.8403,151.1464,,,GOOD,,2024-05-10,1964,305.0,22.9,,UNRESTRICTED,true,City of Ryde,TfNSW,TfNSW,7,1,4,305.0,22.9,MS18,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Victoria Road; Route No: MR164; Class: Main Road; Heritage listed; World's longest single span concrete arch at completion; Tier: Tier 1; Speed: 70 km/h; Waterway: Parramatta River; Source: Transport for NSW,Victoria Road,MR164,,,,2026-05-10,TfNSW Open Data,,,,,
3a89f55f-03c9-44a5-9a24-8d5a8cc04e73,B00004,Ryde Bridge,Ryde,NSW,Steel Truss with Lift Span,Steel,-33.8263,151.1047,,,FAIR,,2024-04-22,1935,60.0,12.0,12.5,UNRESTRICTED,true,City of Ryde,TfNSW,TfNSW,5,8,2,340.0,12.0,MS18,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Church Street / Concord Road; Route No: MR164; Class: Main Road; Heritage listed; Heritage steel truss - lift span maintenance required; Tier: Tier 2; Speed: 60 km/h; Waterway: Parramatta River; Source: Transport for NSW,Church Street / Concord Road,MR164,,,,2026-04-22,TfNSW Open Data,,,,,
292dad94-29b8-4062-b111-db46459fe967,B00005,Mooney Mooney Creek Bridge,Mooney Mooney,NSW,Concrete Box Girder,Prestressed Concrete,-33.4664,151.225,,,GOOD,,2024-02-18,1986,76.0,24.0,,UNRESTRICTED,true,Central Coast,TfNSW,TfNSW,7,4,4,280.0,24.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Motorway (M1); Route No: NR1; Class: National Highway; Heritage listed; High-level bridge on M1 corridor; Tier: Tier 1; Speed: 110 km/h; Waterway: Mooney Mooney Creek; Source: Transport for NSW,Pacific Motorway (M1),NR1,,,,2026-02-18,TfNSW Open Data,,,,,
c3e9f881-1500-49f4-b8ee-8e15cafbf69a,B00006,Hawkesbury River Bridge (Brooklyn),Brooklyn,NSW,Concrete Girder,Prestressed Concrete,-33.5375,151.2108,,,GOOD,,2024-01-15,1945,61.0,15.0,,UNRESTRICTED,true,Hornsby,TfNSW,TfNSW,7,12,2,685.0,15.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Motorway (M1); Route No: NR1; Class: National Highway; Heritage listed; Major crossing - dual bridges; Tier: Tier 1; Speed: 80 km/h; Waterway: Hawkesbury River; Source: Transport for NSW,Pacific Motorway (M1),NR1,,,,2026-01-15,TfNSW Open Data,,,,,
dbe8f137-ae05-4531-b12b-72e522466549,B00007,Nowra Bridge (New),Nowra,NSW,Concrete Girder,Prestressed Concrete,-34.8781,150.6017,,,GOOD,,2024-07-01,2022,45.0,22.0,,UNRESTRICTED,true,Shoalhaven,TfNSW,TfNSW,9,9,4,360.0,22.0,SM1600,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Princes Highway; Route No: HW1; Class: State Highway; Heritage listed; New construction - modern design standard; Tier: Tier 1; Speed: 80 km/h; Waterway: Shoalhaven River; Source: Transport for NSW,Princes Highway,HW1,,,,2026-07-01,TfNSW Open Data,,,,,
5c6505fa-aa1b-45ad-ab17-554aebedb365,B00008,Nowra Bridge (Historic),Nowra,NSW,Wrought Iron Truss,Wrought Iron/Steel,-34.8781,150.6014,,,FAIR,,2024-07-01,1881,58.0,8.5,6.5,POSTED,true,Shoalhaven,TfNSW,TfNSW,5,3,2,152.0,8.5,Pre-standard,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Princes Highway; Route No: HW1; Class: State Highway; Heritage listed; Whipple truss heritage bridge - being repurposed; Tier: Tier 3; Speed: 40 km/h; Waterway: Shoalhaven River; Source: Transport for NSW / Heritage Register,Princes Highway,HW1,,,,2026-07-01,TfNSW Open Data,,,,,
2bab9452-6cea-4538-ab6a-47565cca1ff7,B00009,Scabbing Flat Bridge,Geurie,NSW,Timber Beam,Timber,-32.3033,148.8264,,,FAIR,,2025-01-10,1960,18.0,8.0,,UNRESTRICTED,true,Dubbo Regional,TfNSW,TfNSW,5,5,2,85.0,8.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Mitchell Highway; Route No: HW7; Class: State Highway; Full 42.5t load limit reinstated 2025; Tier: Tier 2; Speed: 100 km/h; Waterway: Macquarie River; Source: Transport for NSW,Mitchell Highway,HW7,,,,2027-01-10,TfNSW Open Data,,,,,
0178bbf4-3237-4203-aff3-cda424281610,B00010,Victoria Bridge (Picton),Picton,NSW,Allan Timber Truss,Timber,-34.1792,150.6133,,,FAIR,,2024-09-01,1897,22.0,5.5,5.0,POSTED,true,Wollondilly,TfNSW,TfNSW,5,3,1,62.0,5.5,Pre-standard,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Menangle Street; Route No: MR246; Class: Main Road; Heritage listed; State Heritage Register - Allan truss type; Tier: Tier 3; Speed: 60 km/h; Waterway: Stonequarry Creek; Source: Transport for NSW / Heritage Register,Menangle Street,MR246,,,,2026-09-01,TfNSW Open Data,,,,,
024c27b9-ddd2-4dc4-b805-3b13e50dcc93,B00011,McKanes Bridge,Megalong Valley,NSW,McDonald Timber Truss,Timber,-33.7486,150.2167,,,POOR,,2024-08-15,1893,18.0,5.0,4.5,POSTED,true,Lithgow,Lithgow City Council,TfNSW,3,3,1,48.0,5.0,Pre-standard,false,,false,false,false,false,MEDIUM,,https://opendata.transport.nsw.gov.au,,,Road: McKanes Falls Road; Route No: LR; Class: Local Road; Heritage listed; State Heritage Register - McDonald truss type; Tier: Tier 3; Speed: 40 km/h; Waterway: Coxs River; Source: Heritage Register / Lithgow Council,McKanes Falls Road,LR,,,,2026-08-15,TfNSW Open Data,,,,,
c318e012-4db7-44c1-9af0-96e142678866,B00012,Monkerai Bridge,Monkerai,NSW,Old PWD Timber Truss,Timber,-32.3917,151.9083,,,POOR,,2024-06-20,1904,20.0,5.2,4.8,POSTED,true,MidCoast,MidCoast Council,TfNSW,3,3,1,55.0,5.2,Pre-standard,false,,false,false,false,false,MEDIUM,,https://opendata.transport.nsw.gov.au,,,Road: Monkerai Road; Route No: LR; Class: Local Road; Heritage listed; State/National significance - Old PWD truss type; Tier: Tier 3; Speed: 40 km/h; Waterway: Karuah River; Source: Heritage Register / MidCoast Council,Monkerai Road,LR,,,,2026-06-20,TfNSW Open Data,,,,,
3be34085-94f0-43a2-934c-abf4e63ed23a,B00013,Silverdale Bridge,Silverdale,NSW,Concrete Slab,Reinforced Concrete,-33.9256,150.5833,,,FAIR,,2024-03-10,1975,14.0,8.0,,UNRESTRICTED,true,Wollondilly,Wollondilly Shire Council,TfNSW,5,2,2,25.0,8.0,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Silverdale Road; Route No: LR; Class: Local Road; Council maintained; Tier: Tier 2; Speed: 60 km/h; Waterway: Nepean River Tributary; Source: Wollondilly Shire Council,Silverdale Road,LR,,,,2026-03-10,TfNSW Open Data,,,,,
40232a5a-e5d3-4f52-a140-08f18f5d4aa7,B00014,Burragorang Road Bridge,The Oaks,NSW,Timber Beam,Timber,-34.0833,150.5667,,,FAIR,,2024-04-05,1965,12.0,6.5,,UNRESTRICTED,true,Wollondilly,Wollondilly Shire Council,TfNSW,5,3,1,35.0,6.5,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Burragorang Road; Route No: LR; Class: Local Road; Reconstructed substructure 2010; Tier: Tier 2; Speed: 60 km/h; Waterway: Burragorang Creek; Source: Wollondilly Shire Council,Burragorang Road,LR,,,,2026-04-05,TfNSW Open Data,,,,,
3963c6e4-f951-4e39-869c-8e007e840cf1,B00015,Iron Cove Bridge,Drummoyne/Rozelle,NSW,Concrete Box Girder,Prestressed Concrete,-33.8594,151.1511,,,GOOD,,2024-05-20,1955,64.0,20.5,,UNRESTRICTED,true,Inner West,TfNSW,TfNSW,7,6,4,382.0,20.5,SM1600,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Victoria Road; Route No: MR164; Class: Main Road; Heritage listed; Duplicated 2011 with parallel bridge; Tier: Tier 1; Speed: 70 km/h; Waterway: Iron Cove (Parramatta River); Source: Transport for NSW,Victoria Road,MR164,,,,2026-05-20,TfNSW Open Data,,,,,
b43a2ccb-1c23-4bd7-ad65-0ee0591533dc,B00016,Silverwater Bridge,Silverwater,NSW,Concrete Girder,Prestressed Concrete,-33.8344,151.0561,,,GOOD,,2024-06-01,1962,45.0,18.0,,UNRESTRICTED,true,City of Parramatta,TfNSW,TfNSW,7,5,4,210.0,18.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Silverwater Road; Route No: SR30; Class: State Road; Heritage listed; Widened and upgraded 2018; Tier: Tier 1; Speed: 70 km/h; Waterway: Parramatta River; Source: Transport for NSW,Silverwater Road,SR30,,,,2026-06-01,TfNSW Open Data,,,,,
b292a464-3b8b-4aef-94a6-05b1b91e0b22,B00017,Karuah River Bridge,Karuah,NSW,Concrete Girder,Prestressed Concrete,-32.6536,151.9633,,,GOOD,,2024-03-15,2005,55.0,22.0,,UNRESTRICTED,true,Port Stephens,TfNSW,TfNSW,7,8,4,420.0,22.0,SM1600,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Highway; Route No: NR1; Class: National Highway; Heritage listed; Pacific Highway upgrade project; Tier: Tier 1; Speed: 110 km/h; Waterway: Karuah River; Source: Transport for NSW,Pacific Highway,NR1,,,,2026-03-15,TfNSW Open Data,,,,,
3eee2f98-6704-4cd4-9478-c74e379df44c,B00018,Hexham Bridge,Hexham,NSW,Concrete Girder,Prestressed Concrete,-32.8361,151.6875,,,GOOD,,2024-05-08,1971,52.0,18.0,,UNRESTRICTED,true,City of Newcastle,TfNSW,TfNSW,7,10,4,490.0,18.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Highway; Route No: NR1; Class: National Highway; Heritage listed; Major freight corridor bridge; Tier: Tier 1; Speed: 80 km/h; Waterway: Hunter River; Source: Transport for NSW,Pacific Highway,NR1,,,,2026-05-08,TfNSW Open Data,,,,,
385c88bf-3acb-4811-bd1a-f89ab0366c6c,B00019,Stockton Bridge,Stockton,NSW,Concrete Girder,Prestressed Concrete,-32.8833,151.7639,,,FAIR,,2024-04-12,1971,52.0,18.0,,UNRESTRICTED,true,City of Newcastle,TfNSW,TfNSW,5,25,4,1252.0,18.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Fullerton Street; Route No: SR105; Class: State Road; Heritage listed; Longest road bridge in Newcastle area; Tier: Tier 1; Speed: 70 km/h; Waterway: Hunter River; Source: Transport for NSW,Fullerton Street,SR105,,,,2026-04-12,TfNSW Open Data,,,,,
3c02c270-4102-4706-8df2-0de2cbb0dcd9,B00020,Grafton Bridge (Old),Grafton,NSW,Steel Truss,Steel,-29.6894,152.9317,,,FAIR,,2024-02-28,1932,40.0,7.3,6.1,UNRESTRICTED,true,Clarence Valley,TfNSW,TfNSW,5,7,1,275.0,7.3,MS18,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Highway / Clarence Street; Route No: NR1; Class: National Highway; Heritage listed; Heritage bridge - now one-way southbound; Tier: Tier 2; Speed: 40 km/h; Waterway: Clarence River; Source: Transport for NSW,Pacific Highway / Clarence Street,NR1,,,,2026-02-28,TfNSW Open Data,,,,,
d55590a2-5286-472d-8e4b-82ca432862fb,B00021,Grafton Bridge (New),Grafton,NSW,Concrete Box Girder,Prestressed Concrete,-29.6897,152.9322,,,GOOD,,2024-02-28,2022,48.0,22.0,,UNRESTRICTED,true,Clarence Valley,TfNSW,TfNSW,9,11,4,510.0,22.0,SM1600,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Highway; Route No: NR1; Class: National Highway; Heritage listed; New second crossing opened 2022; Tier: Tier 1; Speed: 80 km/h; Waterway: Clarence River; Source: Transport for NSW,Pacific Highway,NR1,,,,2026-02-28,TfNSW Open Data,,,,,
24d593ca-1f82-45c5-bab8-934c13770bfd,B00022,Harwood Bridge,Harwood,NSW,Steel Truss with Lift Span,Steel,-29.4269,153.2139,,,FAIR,,2024-08-10,1966,55.0,8.5,8.0,UNRESTRICTED,true,Clarence Valley,TfNSW,TfNSW,5,10,2,500.0,8.5,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Pacific Highway; Route No: NR1; Class: National Highway; Heritage listed; Lift span bridge with height restriction; Tier: Tier 2; Speed: 60 km/h; Waterway: Clarence River; Source: Transport for NSW,Pacific Highway,NR1,,,,2026-08-10,TfNSW Open Data,,,,,
57a6f55e-4384-415f-9672-ba8c2dbe0c63,B00023,Tom Uglys Bridge,Blakehurst/Sylvania,NSW,Concrete Box Girder,Prestressed Concrete,-33.9978,151.1072,,,GOOD,,2024-06-10,1929,64.0,24.0,,UNRESTRICTED,true,Georges River,TfNSW,TfNSW,7,5,4,300.0,24.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Rocky Point Road / Princes Highway; Route No: HW1; Class: State Highway; Heritage listed; Dual bridges - original 1929 + parallel 1987; Tier: Tier 1; Speed: 70 km/h; Waterway: Georges River; Source: Transport for NSW,Rocky Point Road / Princes Highway,HW1,,,,2026-06-10,TfNSW Open Data,,,,,
f2d7e8c3-09ec-4d2d-aefc-a869694824dd,B00024,Captain Cook Bridge,Taren Point,NSW,Steel Truss,Steel,-34.0053,151.12,,,GOOD,,2024-06-10,1965,64.0,18.0,,UNRESTRICTED,true,Sutherland,TfNSW,TfNSW,7,6,4,320.0,18.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Taren Point Road; Route No: SR89; Class: State Road; Heritage listed; Major arterial - connects Sutherland to St George; Tier: Tier 1; Speed: 70 km/h; Waterway: Georges River; Source: Transport for NSW,Taren Point Road,SR89,,,,2026-06-10,TfNSW Open Data,,,,,
53362083-4c44-4fb7-9ce0-d5f390dc28a9,B00025,Spit Bridge,Mosman/Seaforth,NSW,Concrete Girder with Opening Span,Concrete/Steel,-33.8014,151.2497,,,FAIR,,2024-07-15,1958,64.0,12.0,6.0,UNRESTRICTED,true,Mosman,TfNSW,TfNSW,5,4,2,240.0,12.0,T44,true,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Spit Road; Route No: MR157; Class: Main Road; Heritage listed; Opening span for vessel passage - periodic closures; Tier: Tier 2; Speed: 60 km/h; Waterway: Middle Harbour; Source: Transport for NSW,Spit Road,MR157,,,,2026-07-15,TfNSW Open Data,,,,,
